,url,genre,game_details
232,https://store.steampowered.com/app/674020/World_War_3/,"Action,Indie,Early Access","Online Multi-Player,Partial Controller Support"
233,https://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2/,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled"
234,https://store.steampowered.com/app/109600/Neverwinter/,"Adventure,Free to Play,Massively Multiplayer,RPG","Multi-player,MMO,Co-op,Steam Trading Cards,In-App Purchases,Includes level editor"
235,https://store.steampowered.com/app/250900/The_Binding_of_Isaac_Rebirth/,Action,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
236,https://store.steampowered.com/app/470220/UNO/,Casual,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Full controller support,Steam Trading Cards"
237,https://store.steampowered.com/bundle/10913/A_Hat_in_Time__Ultimate_Edition/,"Adventure,Indie","Single-player,Online Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor"
238,https://store.steampowered.com/app/105450/Age_of_Empires_III_Complete_Collection/,"Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards"
239,https://store.steampowered.com/app/774461/The_Jackbox_Party_Pack_5/,Casual,"Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
240,https://store.steampowered.com/app/310060/Knights_of_Pen_and_Paper_2/,"Adventure,Indie,RPG,Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards"
241,https://store.steampowered.com/sub/183039/,"Action,Adventure","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards"
242,https://store.steampowered.com/app/858810/Dawn_of_Man/,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Workshop"
243,https://store.steampowered.com/app/736260/Baba_Is_You/,Indie,"Single-player,Steam Achievements,Full controller support,Steam Cloud"
244,https://store.steampowered.com/bundle/11045/House__Garden_Flipper_Bundle/,"Indie,Simulation,Casual","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
245,https://store.steampowered.com/app/314160/Microsoft_Flight_Simulator_X_Steam_Edition/,Simulation,"Single-player,Multi-player,Partial Controller Support"
246,https://store.steampowered.com/app/361420/ASTRONEER/,"Adventure,Indie","Single-player,Online Co-op,Full controller support"
247,https://store.steampowered.com/app/367520/Hollow_Knight/,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
248,https://store.steampowered.com/app/569480/Kingdoms_and_Castles/,"Indie,Simulation,Strategy","Single-player,Steam Achievements"
249,https://store.steampowered.com/app/362960/Tyranny/,"Adventure,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
250,https://store.steampowered.com/bundle/11208/House_Cooking_Bundle/,"Indie,Simulation,Casual","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Partial Controller Support,Steam Cloud"
251,https://store.steampowered.com/app/268500/XCOM_2/,Strategy,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
252,https://store.steampowered.com/app/359320/Elite_Dangerous/,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy","Single-player,Multi-player,MMO,Co-op,Partial Controller Support"
253,https://store.steampowered.com/app/200210/Realm_of_the_Mad_God/,"Action,Free to Play,Indie,Massively Multiplayer,RPG","Multi-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,Stats"
254,https://store.steampowered.com/app/560130/Pillars_of_Eternity_II_Deadfire/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
255,https://store.steampowered.com/app/620/Portal_2/,"Action,Adventure","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available"
256,https://store.steampowered.com/app/457140/Oxygen_Not_Included/,"Indie,Simulation,Early Access",Single-player
257,https://store.steampowered.com/app/648350/Jurassic_World_Evolution/,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
258,https://store.steampowered.com/app/284160/BeamNGdrive/,"Racing,Simulation,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Includes level editor"
259,https://store.steampowered.com/bundle/10457/MORDHAU_Supporter_Bundle/,"Action,Indie","Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Stats"
260,https://store.steampowered.com/app/223750/DCS_World_Steam_Edition/,"Free to Play,Simulation","Single-player,Multi-player,Captions available,Partial Controller Support,Includes level editor"
261,https://store.steampowered.com/app/1034900/Blaster_Master_Zero/,Action,"Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Partial Controller Support,Steam Cloud"
262,https://store.steampowered.com/app/751780/Forager/,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
263,https://store.steampowered.com/app/434170/The_Jackbox_Party_Pack_3/,"Casual,Indie,Strategy","Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
264,https://store.steampowered.com/sub/62587/,Action,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards"
265,https://store.steampowered.com/app/761890/Albion_Online/,"Free to Play,Massively Multiplayer,RPG","Online Multi-Player,MMO,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases"
266,https://store.steampowered.com/app/236430/DARK_SOULS_II/,"Action,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support"
267,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/,Strategy,"Single-player,Multi-player,Steam Trading Cards,Steam Cloud"
268,https://store.steampowered.com/app/645630/Car_Mechanic_Simulator_2018/,"Racing,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor"
269,https://store.steampowered.com/app/524220/NieRAutomata/,"Action,RPG","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
270,https://store.steampowered.com/app/555160/Pavlov_VR/,"Action,Indie,Early Access","Multi-player,Online Multi-Player,Steam Workshop"
271,https://store.steampowered.com/app/550/Left_4_Dead_2/,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available"
272,https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/,"Free to Play,Strategy","Single-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases"
273,https://store.steampowered.com/app/460950/Katana_ZERO/,"Action,Indie","Single-player,Steam Achievements,Partial Controller Support"
274,https://store.steampowered.com/app/262060/Darkest_Dungeon/,"Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
275,https://store.steampowered.com/app/2600/Vampire_The_Masquerade__Bloodlines/,Action,Single-player
276,https://store.steampowered.com/app/228380/Wreckfest/,"Action,Indie,Racing,Simulation,Sports","Single-player,Multi-player,Online Multi-Player,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards"
277,https://store.steampowered.com/app/617830/SUPERHOT_VR/,"Action,Indie","Single-player,Steam Achievements,SteamVR Collectibles"
278,https://store.steampowered.com/app/905370/Conquerors_Blade/,"Action,Free to Play,Massively Multiplayer,Strategy","Online Multi-Player,MMO,Online Co-op,In-App Purchases"
279,https://store.steampowered.com/app/233860/Kenshi/,"Action,Indie,RPG,Simulation,Strategy","Single-player,Steam Workshop,Includes level editor"
280,https://store.steampowered.com/app/883710/RESIDENT_EVIL_2__BIOHAZARD_RE2/,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
281,https://store.steampowered.com/app/863550/HITMAN_2/,Action,"Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Full controller support,Steam Cloud"
282,https://store.steampowered.com/app/489520/Minion_Masters/,"Action,Free to Play,Indie,Strategy","Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support,Steam Cloud"
283,https://store.steampowered.com/app/386180/Crossout/,"Action,Free to Play,Massively Multiplayer,Racing","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases"
284,https://store.steampowered.com/sub/368776/,"Action,Adventure,RPG","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
285,https://store.steampowered.com/app/47890/The_Sims_3/,Simulation,Single-player
286,https://store.steampowered.com/app/264710/Subnautica/,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards"
287,https://store.steampowered.com/app/431960/Wallpaper_Engine/,"Animation & Modeling,Design & Illustration,Utilities","Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor"
288,https://store.steampowered.com/app/219990/Grim_Dawn/,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
289,https://store.steampowered.com/app/848450/Subnautica_Below_Zero/,"Adventure,Indie,Early Access","Single-player,Partial Controller Support"
290,https://store.steampowered.com/app/251570/7_Days_to_Die/,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor"
291,https://store.steampowered.com/app/269950/XPlane_11/,Simulation,"Single-player,Local Multi-Player,Partial Controller Support,Includes level editor"
292,https://store.steampowered.com/app/22380/Fallout_New_Vegas/,"Action,RPG","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards"
293,https://store.steampowered.com/app/464920/Surviving_Mars/,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
294,https://store.steampowered.com/app/201810/Wolfenstein_The_New_Order/,Action,"Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards"
295,https://store.steampowered.com/app/548570/RAGE_2/,Action,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud"
296,https://store.steampowered.com/app/752590/A_Plague_Tale_Innocence/,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
297,https://store.steampowered.com/app/304390/FOR_HONOR/,Action,"Single-player,Online Multi-Player,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support"
298,https://store.steampowered.com/app/268910/Cuphead/,"Action,Indie","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
299,https://store.steampowered.com/app/236850/Europa_Universalis_IV/,"Simulation,Strategy","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
300,https://store.steampowered.com/app/742120/DRAGON_QUEST_XI_Echoes_of_an_Elusive_Age__Digital_Edition_of_Light/,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
301,https://store.steampowered.com/app/555440/Deathgarden_BLOODHARVEST/,"Action,Early Access","Multi-player,Online Multi-Player,Co-op,Online Co-op"
302,https://store.steampowered.com/app/813630/Supraland/,"Action,Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support"
303,https://store.steampowered.com/app/211820/Starbound/,"Action,Adventure,Casual,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop"
304,https://store.steampowered.com/app/841370/NBA_2K19/,"Simulation,Sports","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud"
305,https://store.steampowered.com/app/844870/KurtzPel/,"Action,Free to Play,Early Access","Online Multi-Player,Online Co-op,Steam Achievements,Full controller support,In-App Purchases"
306,https://store.steampowered.com/app/253230/A_Hat_in_Time/,"Adventure,Indie","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor"
307,https://store.steampowered.com/app/646570/Slay_the_Spire/,"Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards"
308,https://store.steampowered.com/app/218620/PAYDAY_2/,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases"
309,https://store.steampowered.com/app/239030/Papers_Please/,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards"
310,https://store.steampowered.com/app/581320/Insurgency_Sandstorm/,Action,"Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats"
311,https://store.steampowered.com/app/548430/Deep_Rock_Galactic/,"Action,Indie,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
312,https://store.steampowered.com/app/275850/No_Mans_Sky/,"Action,Adventure","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud"
313,https://store.steampowered.com/app/492720/Tropico_6/,"Simulation,Strategy","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
314,https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/,"Adventure,Simulation,Sports","Single-player,Multi-player,Steam Achievements,Steam Cloud"
315,https://store.steampowered.com/app/480490/Prey/,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
316,https://store.steampowered.com/app/286160/Tabletop_Simulator/,"Casual,Indie,RPG,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor"
317,https://store.steampowered.com/app/794260/Outward/,RPG,"Single-player,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats"
318,https://store.steampowered.com/app/973760/Thronebreaker_The_Witcher_Tales/,"Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
319,https://store.steampowered.com/bundle/11221/Beat_Saber__Imagine_Dragons_Music_Pack/,Indie,"Single-player,Downloadable Content,Steam Leaderboards"
320,https://store.steampowered.com/app/444090/Paladins/,"Action,Free to Play","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support"
321,https://store.steampowered.com/app/732690/FIVE_NIGHTS_AT_FREDDYS_VR_HELP_WANTED/,"Action,Casual","Single-player,Steam Achievements"
322,https://store.steampowered.com/app/301970/Screencheat/,"Action,Indie","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
323,https://store.steampowered.com/app/244850/Space_Engineers/,"Action,Indie,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor"
324,https://store.steampowered.com/app/1011940/Ideology_in_Friction/,"Indie,RPG","Single-player,Steam Cloud"
325,https://store.steampowered.com/app/8930/Sid_Meiers_Civilization_V/,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
326,https://store.steampowered.com/app/640820/Pathfinder_Kingmaker/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
327,https://store.steampowered.com/app/221380/Age_of_Empires_II_HD/,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor"
328,https://store.steampowered.com/app/629730/Blade_and_Sorcery/,"Action,Adventure,Indie,RPG,Simulation,Early Access",Single-player
329,https://store.steampowered.com/app/8980/Borderlands_Game_of_the_Year/,"Action,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud"
330,https://store.steampowered.com/app/1085660/Destiny_2/,"Action,Adventure","Single-player,Online Multi-Player,Online Co-op,Full controller support"
331,https://store.steampowered.com/app/648800/Raft/,"Adventure,Indie,Simulation,Early Access","Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Cloud"
332,https://store.steampowered.com/app/427520/Factorio/,"Casual,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Includes level editor"
333,https://store.steampowered.com/app/364360/Total_War_WARHAMMER/,"Action,Strategy","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop"
334,https://store.steampowered.com/app/247080/Crypt_of_the_NecroDancer/,"Action,Indie,RPG","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor"
335,https://store.steampowered.com/app/4000/Garrys_Mod/,"Indie,Simulation","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor"
336,https://store.steampowered.com/app/291550/Brawlhalla/,"Action,Free to Play,Indie","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards"
337,https://store.steampowered.com/app/611670/The_Elder_Scrolls_V_Skyrim_VR/,RPG,"Single-player,Steam Achievements,Full controller support,SteamVR Collectibles,Steam Cloud"
338,https://store.steampowered.com/app/857980/Void_Bastards/,"Action,Strategy","Single-player,Steam Achievements,Full controller support,Steam Cloud"
339,https://store.steampowered.com/app/552990/World_of_Warships/,"Action,Free to Play,Massively Multiplayer,Simulation","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases"
340,https://store.steampowered.com/app/642090/Coming_Out_on_Top/,"Casual,Indie,Simulation","Single-player,Steam Achievements"
341,https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/,"Action,Adventure","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support"
342,https://store.steampowered.com/app/787860/Farming_Simulator_19/,Simulation,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
343,https://store.steampowered.com/app/322330/Dont_Starve_Together/,"Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Full controller support,Steam Trading Cards,Steam Workshop"
344,https://store.steampowered.com/app/203770/Crusader_Kings_II/,"RPG,Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards"
345,https://store.steampowered.com/app/440900/Conan_Exiles/,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop"
346,https://store.steampowered.com/app/602960/Barotrauma/,"Action,Indie,Simulation,Strategy,Early Access","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor"
347,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/,"Indie,Simulation,Strategy,Early Access",Single-player
348,https://store.steampowered.com/sub/32848/,"Action,RPG","Single-player,Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
349,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III/,"Action,Adventure","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards"
350,https://store.steampowered.com/app/703080/Planet_Zoo/,"Simulation,Strategy","Single-player,Steam Achievements,Steam Cloud"
351,https://store.steampowered.com/app/612880/Wolfenstein_II_The_New_Colossus/,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud"
352,https://store.steampowered.com/app/379430/Kingdom_Come_Deliverance/,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
353,https://store.steampowered.com/app/9900/Star_Trek_Online/,"Free to Play,Massively Multiplayer,RPG","Multi-player,MMO,Co-op,Steam Achievements,Full controller support,In-App Purchases"
354,https://store.steampowered.com/app/692850/Bloodstained_Ritual_of_the_Night/,"Action,Adventure,RPG","Single-player,Online Multi-Player,Local Multi-Player,Online Co-op,Local Co-op,Steam Achievements,Full controller support,Captions available"
355,https://store.steampowered.com/app/242760/The_Forest/,"Action,Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Partial Controller Support,Steam Cloud"
356,https://store.steampowered.com/app/493340/Planet_Coaster/,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
357,https://store.steampowered.com/app/728880/Overcooked_2/,"Action,Casual,Indie","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
358,https://store.steampowered.com/app/403640/Dishonored_2/,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
359,https://store.steampowered.com/bundle/3718/FINAL_FANTASY_XIV_Online_Complete_Edition_NA/,"Massively Multiplayer,RPG","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Partial Controller Support"
360,https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/,Action,"Single-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support"
361,https://store.steampowered.com/app/976310/Mortal_Kombat11/,Action,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud"
362,https://store.steampowered.com/app/393380/Squad/,"Action,Indie,Strategy,Early Access","Multi-player,Online Multi-Player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Valve Anti-Cheat enabled"
363,https://store.steampowered.com/app/105600/Terraria/,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
364,https://store.steampowered.com/app/641320/Cooking_Simulator/,"Casual,Indie,Simulation","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud"
365,https://store.steampowered.com/app/220200/Kerbal_Space_Program/,"Indie,Simulation","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud"
366,https://store.steampowered.com/app/782330/DOOM_Eternal/,Action,"Single-player,Multi-player,Online Multi-Player,Partial Controller Support"
367,https://store.steampowered.com/app/394360/Hearts_of_Iron_IV/,"Simulation,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
368,https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey/,"Action,Adventure,RPG","Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support"
369,https://store.steampowered.com/app/851100/Touhou_Luna_Nights/,"Action,Adventure,Indie","Single-player,Partial Controller Support"
370,https://store.steampowered.com/app/386360/SMITE/,"Action,Free to Play","Multi-player,Steam Achievements,Steam Trading Cards"
371,https://store.steampowered.com/app/294100/RimWorld/,"Indie,Simulation,Strategy","Single-player,Steam Workshop,Steam Cloud"
372,https://store.steampowered.com/app/413150/Stardew_Valley/,"Indie,RPG,Simulation","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
373,https://store.steampowered.com/app/346110/ARK_Survival_Evolved/,"Action,Adventure,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor"
374,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/,"Action,RPG","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support"
375,https://store.steampowered.com/app/594650/Hunt_Showdown/,"Action,Early Access","Online Multi-Player,Online Co-op"
376,https://store.steampowered.com/app/921570/OCTOPATH_TRAVELER/,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
377,https://store.steampowered.com/app/107410/Arma_3/,"Action,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor"
378,https://store.steampowered.com/app/582010/MONSTER_HUNTER_WORLD/,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards"
379,https://store.steampowered.com/bundle/11153/American_Truck_Simulator_West_Coast_Bundle/,"Indie,Simulation","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor"
380,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice/,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
381,https://store.steampowered.com/app/314650/SpaceEngine/,"Casual,Indie,Simulation,Early Access","Single-player,Partial Controller Support"
382,https://store.steampowered.com/app/1091500/Cyberpunk_2077/,RPG,Single-player
383,https://store.steampowered.com/sub/88801/,"Action,RPG","Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor"
384,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/,"Adventure,RPG,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor"
385,https://store.steampowered.com/app/632360/Risk_of_Rain_2/,"Action,Indie,Early Access","Single-player,Online Multi-Player,Online Co-op,Full controller support,Steam Cloud,Steam Leaderboards"
386,https://store.steampowered.com/app/440/Team_Fortress_2/,"Action,Free to Play","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Partial Controller Support,Valve Anti-Cheat enabled,Stats,Includes level editor,Commentary available"
387,https://store.steampowered.com/app/613100/House_Flipper/,"Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
388,https://store.steampowered.com/app/1051200/Trover_Saves_the_Universe/,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards"
389,https://store.steampowered.com/app/620980/Beat_Saber/,Indie,"Single-player,Steam Leaderboards"
