,url,genre,game_details
485,https://store.steampowered.com/app/790850/Undead_Horde/,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud"
486,https://store.steampowered.com/bundle/11253/CMS_2018__Cooking_Simulator/,"Casual,Indie,Simulation,Racing","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor"
487,https://store.steampowered.com/app/205190/Rocksmith/,"Casual,Simulation","Single-player,Shared/Split Screen,In-App Purchases"
488,https://store.steampowered.com/app/931500/Touhou_Genso_Wanderer_Reloaded__TOD_RELOADED__TOD_RELOADED/,"Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud"
489,https://store.steampowered.com/app/1086850/Garden_of_the_Sea/,"Casual,Indie,Simulation,Early Access","Single-player,Steam Cloud"
490,https://store.steampowered.com/app/335670/LISA/,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
491,https://store.steampowered.com/app/368500/Assassins_Creed_Syndicate/,"Action,Adventure","Single-player,In-App Purchases,Partial Controller Support"
492,https://store.steampowered.com/app/750050/Diesel_Brothers_Truck_Building_Simulator/,Simulation,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud"
493,https://store.steampowered.com/app/517160/Richies_Plank_Experience/,"Casual,Indie,Simulation",Single-player
494,https://store.steampowered.com/app/31800/Nancy_Drew_Danger_by_Design/,Adventure,Single-player
495,https://store.steampowered.com/app/448510/Overcooked/,"Action,Casual,Indie,Simulation","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
496,https://store.steampowered.com/app/591370/Production_Line__Car_factory_simulation/,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
497,https://store.steampowered.com/app/113400/APB_Reloaded/,"Action,Free to Play,Massively Multiplayer","Multi-player,MMO,Steam Achievements"
498,https://store.steampowered.com/app/429790/AdventureQuest_3D/,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Early Access","Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases"
499,https://store.steampowered.com/app/9420/Supreme_Commander_Forged_Alliance/,Strategy,"Single-player,Multi-player"
500,https://store.steampowered.com/app/1018010/Castlevania_Anniversary_Collection/,"Action,Adventure,Racing,RPG,Simulation,Sports","Single-player,Multi-player,Partial Controller Support"
501,https://store.steampowered.com/bundle/4854/HITMAN__Game_of_The_Year_Edition/,"Violent,Action","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
502,https://store.steampowered.com/app/644560/Mirror/,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
503,https://store.steampowered.com/app/819020/Zanki_Zero_Last_Beginning/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
504,https://store.steampowered.com/app/42960/Victoria_II/,Strategy,"Single-player,Multi-player,Steam Trading Cards"
505,https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/,"Action,Adventure,Indie,Simulation,Strategy",Single-player
506,https://store.steampowered.com/bundle/2828/Hollow_Knight__Soundtracks/,"Action,Adventure,Indie","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
507,https://store.steampowered.com/app/3830/Psychonauts/,Action,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
508,https://store.steampowered.com/app/823130/Totally_Accurate_Battlegrounds/,"Action,Indie",Online Multi-Player
509,https://store.steampowered.com/app/585410/GameMaker_Studio_2_Desktop/,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Web Publishing,Game Development",In-App Purchases
510,https://store.steampowered.com/app/488790/South_Park_The_Fractured_But_Whole/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support"
511,https://store.steampowered.com/app/7940/Call_of_Duty_4_Modern_Warfare/,Action,"Single-player,Multi-player"
512,https://store.steampowered.com/app/559650/Witch_It/,"Action,Casual,Indie,Early Access","Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats"
513,https://store.steampowered.com/app/506140/Shop_Heroes/,"Casual,Free to Play,Massively Multiplayer,RPG,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases"
514,https://store.steampowered.com/app/951440/Volcanoids/,"Action,Simulation,Early Access","Single-player,Steam Achievements,Steam Cloud"
515,https://store.steampowered.com/app/389430/Knight_Online/,"Action,Adventure,Free to Play,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Steam Trading Cards"
516,https://store.steampowered.com/app/285190/Warhammer_40000_Dawn_of_War_III/,"Action,Simulation,Strategy","Single-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes level editor"
517,https://store.steampowered.com/app/625340/XERA_Survival/,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy,Early Access","Multi-player,Online Multi-Player,MMO"
518,https://store.steampowered.com/app/429660/Tales_of_Berseria/,"Action,RPG","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
519,https://store.steampowered.com/app/809140/Cliff_Empire/,"Indie,Simulation,Strategy,Early Access","Single-player,Steam Achievements,Steam Cloud"
520,https://store.steampowered.com/app/501300/What_Remains_of_Edith_Finch/,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
521,https://store.steampowered.com/app/65980/Sid_Meiers_Civilization_Beyond_Earth/,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
522,https://store.steampowered.com/app/244160/Homeworld_Remastered_Collection/,"Simulation,Strategy","Single-player,Multi-player,Steam Achievements,Steam Workshop,Steam Cloud"
523,https://store.steampowered.com/app/42910/Magicka/,"Action,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards"
524,https://store.steampowered.com/app/596970/SUNLESS_SKIES/,"Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud"
525,https://store.steampowered.com/app/238320/Outlast/,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud"
526,https://store.steampowered.com/app/50130/Mafia_II/,Action,"Single-player,Steam Achievements,Partial Controller Support"
527,https://store.steampowered.com/app/541570/Sally_Face/,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
528,https://store.steampowered.com/app/241930/Middleearth_Shadow_of_Mordor/,,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
529,https://store.steampowered.com/bundle/11176/Age_of_Wonders_III_Collection/,"RPG,Strategy","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor"
530,https://store.steampowered.com/app/537800/Bomber_Crew/,"Simulation,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
531,https://store.steampowered.com/app/274940/Depth/,"Action,Indie","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Includes level editor"
532,https://store.steampowered.com/sub/132479/,"Action,Adventure","Single-player,Multi-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards"
533,https://store.steampowered.com/app/597220/West_of_Loathing/,"Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
534,https://store.steampowered.com/app/611160/Karnage_Chronicles/,"Action,Adventure,RPG,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud"
535,https://store.steampowered.com/app/544610/Battlestar_Galactica_Deadlock/,Strategy,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
536,https://store.steampowered.com/app/588190/Tower3D_Pro/,Simulation,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Online Co-op,In-App Purchases"
537,https://store.steampowered.com/app/445220/Avorion/,"Action,Indie,Simulation,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Workshop,Stats"
538,https://store.steampowered.com/app/205710/EverQuest/,"Free to Play,Massively Multiplayer,RPG",MMO
539,https://store.steampowered.com/bundle/11191/Void_Bastards__DeLUXe_Bundle/,"Action,Strategy","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud"
540,https://store.steampowered.com/app/493900/Dungeons_3/,"Simulation,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
541,https://store.steampowered.com/app/282800/100_Orange_Juice/,"Indie,Strategy","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards"
542,https://store.steampowered.com/bundle/7694/Kagura_Bundle/,"Adventure,Indie,RPG,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
543,https://store.steampowered.com/app/287390/Metro_Last_Light_Redux/,Action,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
544,https://store.steampowered.com/app/683320/GRIS/,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud"
545,https://store.steampowered.com/app/271260/Star_Control_Origins/,"Action,Adventure,Indie,RPG,Simulation","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Includes level editor"
546,https://store.steampowered.com/app/928600/F1_2019_Anniversary_Edition/,"Racing,Simulation,Sports","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Steam Leaderboards"
547,https://store.steampowered.com/app/99900/Spiral_Knights/,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support"
548,https://store.steampowered.com/app/351510/Quiplash/,"Casual,Indie,Strategy","Local Multi-Player,Steam Achievements,Partial Controller Support,Steam Cloud"
549,https://store.steampowered.com/app/213670/South_Park_The_Stick_of_Truth/,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support"
550,https://store.steampowered.com/app/677120/Heroes_of_Hammerwatch/,"Action,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor"
551,https://store.steampowered.com/app/809720/Rescue_HQ__The_Tycoon/,"Casual,Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud"
552,https://store.steampowered.com/app/383840/Nimbatus__The_Space_Drone_Constructor/,"Action,Indie,Simulation,Early Access","Single-player,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards"
553,https://store.steampowered.com/app/1053680/Granny_Simulator/,"Casual,Indie,Simulation,Early Access","Single-player,Multi-player"
554,https://store.steampowered.com/app/265930/Goat_Simulator/,"Casual,Indie,Simulation","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor"
555,https://store.steampowered.com/app/210970/The_Witness/,"Adventure,Indie","Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud"
556,https://store.steampowered.com/app/327140/Tilt_Brush/,Design & Illustration,SteamVR Collectibles
557,https://store.steampowered.com/app/307110/We_Need_To_Go_Deeper/,"Action,Indie,Simulation,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards"
558,https://store.steampowered.com/app/963930/Contractors/,"Action,Casual,Indie,Early Access","Single-player,Online Multi-Player"
559,https://store.steampowered.com/bundle/9211/Warhammer_40000_Gladius_Complete_Edition/,Strategy,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud"
560,https://store.steampowered.com/app/377840/FINAL_FANTASY_IX/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
561,https://store.steampowered.com/bundle/11068/Surviving_Mars_Green_Planet_Plus/,"Simulation,Strategy","Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
562,https://store.steampowered.com/app/606150/Moonlighter/,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
563,https://store.steampowered.com/app/4760/Rome_Total_War__Collection/,Strategy,"Single-player,Multi-player,Steam Trading Cards"
564,https://store.steampowered.com/app/292120/FINAL_FANTASY_XIII/,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
565,https://store.steampowered.com/app/2200/Quake_III_Arena/,Action,"Single-player,Multi-player,Steam Cloud"
566,https://store.steampowered.com/app/231740/Knights_of_Pen_and_Paper_1_Edition/,"Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards"
567,https://store.steampowered.com/app/282140/SOMA/,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
568,https://store.steampowered.com/bundle/7741/Monster_Hunter_World_Deluxe_Edition/,Action,"Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards"
569,https://store.steampowered.com/bundle/10382/_Power__Revolution__2019_Edition_Bundle/,"Simulation,Strategy","Single-player,Steam Achievements"
570,https://store.steampowered.com/app/471710/Rec_Room/,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Sports,Early Access","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,Full controller support,SteamVR Collectibles,Includes level editor"
571,https://store.steampowered.com/app/290340/Armello/,"Adventure,Indie,RPG,Strategy","Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled"
572,https://store.steampowered.com/app/606230/Thea_2_The_Shattering/,"Indie,RPG,Strategy","Single-player,Online Co-op,Steam Trading Cards"
573,https://store.steampowered.com/app/552620/ATOM_RPG_Postapocalyptic_indie_game/,RPG,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud"
574,https://store.steampowered.com/app/863590/Starcom_Nexus/,"Action,Adventure,Indie,RPG,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
575,https://store.steampowered.com/app/613880/Zoo_Tycoon_Ultimate_Animal_Collection/,Simulation,"Single-player,Online Multi-Player,Steam Achievements,Partial Controller Support,Steam Cloud"
576,https://store.steampowered.com/app/572410/Steel_Division_Normandy_44/,"Action,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop"
577,https://store.steampowered.com/app/368340/CrossCode/,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
578,https://store.steampowered.com/app/992640/Pagan_Online/,"Action,RPG,Early Access","Single-player,Co-op"
579,https://store.steampowered.com/app/9050/DOOM_3/,Action,"Single-player,Multi-player,Steam Cloud"
580,https://store.steampowered.com/app/274920/FaceRig/,"Animation & Modeling,Video Production","Steam Achievements,Steam Trading Cards,Steam Workshop"
581,https://store.steampowered.com/app/889510/SENRAN_KAGURA_Burst_ReNewal/,Action,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
582,https://store.steampowered.com/app/950050/Starlink_Battle_for_Atlas/,"Action,Adventure","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support"
583,https://store.steampowered.com/app/599080/The_Blackout_Club/,"Action,Indie,Simulation,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support"
584,https://store.steampowered.com/app/274170/Hotline_Miami_2_Wrong_Number/,"Action,Indie","Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Leaderboards,Includes level editor"
585,https://store.steampowered.com/app/622650/Bendy_and_the_Ink_Machine/,"Action,Indie","Single-player,Steam Achievements,Full controller support"
586,https://store.steampowered.com/app/219150/Hotline_Miami/,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support"
587,https://store.steampowered.com/app/251060/Wargame_Red_Dragon/,Strategy,"Single-player,Multi-player,Steam Trading Cards,Steam Cloud"
588,https://store.steampowered.com/app/2320/QUAKE_II/,Action,"Single-player,Multi-player,Co-op,Steam Cloud"
589,https://store.steampowered.com/app/282070/This_War_of_Mine/,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
590,https://store.steampowered.com/app/424030/War_of_Rights/,"Action,Indie,Simulation,Early Access",Online Multi-Player
591,https://store.steampowered.com/app/504370/Battlerite/,"Action,Free to Play","Single-player,Multi-player,Online Multi-Player,In-App Purchases,Steam Cloud"
592,https://store.steampowered.com/app/834530/Yakuza_Kiwami/,"Action,Adventure,RPG","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
593,https://store.steampowered.com/app/220/HalfLife_2/,Action,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Includes Source SDK"
594,https://store.steampowered.com/app/527100/Star_Trek_Bridge_Crew/,"Casual,RPG,Simulation","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Trading Cards,Partial Controller Support"
595,https://store.steampowered.com/bundle/8863/Dead_by_Daylight_Halloween_Edition/,Action,"Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Partial Controller Support,Steam Cloud"
596,https://store.steampowered.com/app/70/HalfLife/,Action,"Single-player,Multi-player,Online Multi-Player,Steam Cloud,Valve Anti-Cheat enabled"
597,https://store.steampowered.com/app/481510/Night_in_the_Woods/,Adventure,"Single-player,Steam Achievements,Full controller support"
598,https://store.steampowered.com/app/899770/Last_Epoch/,"Action,Adventure,Indie,RPG,Early Access","Single-player,Partial Controller Support"
599,https://store.steampowered.com/app/307960/IL2_Sturmovik_Battle_of_Stalingrad/,"Action,Simulation","Single-player,Multi-player,Co-op,Steam Trading Cards,Partial Controller Support,Includes level editor"
600,https://store.steampowered.com/app/528550/Drunkn_Bar_Fight/,"Action,Indie,Early Access","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Online Co-op,Cross-Platform Multiplayer"
601,https://store.steampowered.com/app/281610/Homeworld_Deserts_of_Kharak/,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards"
602,https://store.steampowered.com/bundle/3748/Darkest_Dungeon_Ancestral_Edition/,"Indie,RPG,Strategy","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud"
603,https://store.steampowered.com/app/480650/YuGiOh_Legacy_of_the_Duelist/,Simulation,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
604,https://store.steampowered.com/app/383870/Firewatch/,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
605,https://store.steampowered.com/app/371660/Far_Cry_Primal/,"Action,Adventure","Single-player,Steam Trading Cards,Partial Controller Support"
606,https://store.steampowered.com/app/39150/FINAL_FANTASY_VIII/,RPG,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud"
607,https://store.steampowered.com/app/418030/Subsistence/,"Action,Early Access","Single-player,Co-op,Online Co-op"
608,https://store.steampowered.com/app/1065970/VRSpiceWolfVR/,"Casual,Indie",Single-player
609,https://store.steampowered.com/app/967050/Pacify/,"Action,Adventure,Casual,Indie,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Leaderboards"
610,https://store.steampowered.com/sub/17093/,Strategy,"Single-player,Multi-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Stats"
611,https://store.steampowered.com/app/838380/DEAD_OR_ALIVE_6/,Action,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud,Steam Leaderboards"
612,https://store.steampowered.com/app/209000/Batman_Arkham_Origins/,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards"
613,https://store.steampowered.com/app/793690/Final_Assault/,Strategy,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Stats,Steam Leaderboards,Steam Turn Notifications"
614,https://store.steampowered.com/app/215280/Secret_World_Legends/,"Action,Adventure,Free to Play,Massively Multiplayer,RPG","Multi-player,Online Multi-Player,MMO,Online Co-op,Steam Trading Cards"
615,https://store.steampowered.com/app/844040/RUSH/,"Action,Racing,Simulation,Sports","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Steam Leaderboards"
616,https://store.steampowered.com/app/790820/Valkyria_Chronicles_4/,"Action,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
617,https://store.steampowered.com/app/673880/Warhammer_40000_Mechanicus/,Strategy,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
618,https://store.steampowered.com/app/230190/War_for_the_Overworld/,"Indie,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor"
619,https://store.steampowered.com/app/646910/The_Crew_2/,"Action,Massively Multiplayer,Racing","Single-player,Online Multi-Player,MMO,Online Co-op,In-App Purchases,Partial Controller Support"
620,https://store.steampowered.com/app/16810/Sid_Meiers_Civilization_IV_Colonization/,Strategy,"Single-player,Multi-player"
621,https://store.steampowered.com/app/805550/Assetto_Corsa_Competizione/,"Racing,Simulation,Sports","Single-player,Multi-player,Partial Controller Support"
622,https://store.steampowered.com/app/65800/Dungeon_Defenders/,"Action,Indie,RPG,Strategy","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards"
623,https://store.steampowered.com/app/942970/Unheard/,"Indie,RPG,Simulation","Single-player,Steam Cloud"
624,https://store.steampowered.com/app/39120/RIFT/,"Free to Play,Massively Multiplayer,RPG","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases"
625,https://store.steampowered.com/app/447020/Farming_Simulator_17/,Simulation,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
626,https://store.steampowered.com/app/253710/theHunter_Classic/,"Action,Adventure,Free to Play,Simulation,Sports","Single-player,Multi-player,Co-op,Steam Achievements"
627,https://store.steampowered.com/app/633460/Tannenberg/,"Action,Indie,Strategy","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
628,https://store.steampowered.com/app/591960/Animation_Throwdown_The_Quest_for_Cards/,"Adventure,Free to Play,RPG,Strategy","Single-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases"
629,https://store.steampowered.com/app/528740/Operation_New_Earth/,"Free to Play,Massively Multiplayer,Simulation,Strategy","Online Multi-Player,MMO,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,In-App Purchases"
630,https://store.steampowered.com/app/333600/NEKOPARA_Vol_1/,"Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
631,https://store.steampowered.com/app/671510/DESOLATE/,"Action,Adventure,RPG","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Partial Controller Support,Steam Cloud"
632,https://store.steampowered.com/app/496240/Onward/,"Action,Indie,Simulation,Strategy,Early Access","Online Multi-Player,Online Co-op,Cross-Platform Multiplayer,SteamVR Collectibles"
633,https://store.steampowered.com/app/1056960/Wolfenstein_Youngblood/,Action,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op"
634,https://store.steampowered.com/app/1055090/Embark/,"Indie,Simulation,Strategy,Early Access","Single-player,Steam Achievements,Steam Cloud,Stats"
635,https://store.steampowered.com/app/38420/Fallout_Tactics_Brotherhood_of_Steel/,Strategy,"Single-player,Multi-player,Steam Cloud"
636,https://store.steampowered.com/app/206420/Saints_Row_IV/,"Action,Adventure","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
637,https://store.steampowered.com/app/568220/Lobotomy_Corporation__Monster_Management_Simulation/,"Indie,Simulation",Single-player
638,https://store.steampowered.com/app/410340/Liftoff_FPV_Drone_Racing/,"Indie,Racing,Simulation,Sports","Single-player,Multi-player,Online Multi-Player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor"
639,https://store.steampowered.com/app/237310/Elsword/,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op"
640,https://store.steampowered.com/app/503560/911_Operator/,"Casual,Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes level editor"
641,https://store.steampowered.com/app/322170/Geometry_Dash/,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Includes level editor"
642,https://store.steampowered.com/app/544750/SOULCALIBUR_VI/,Action,"Single-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud"
643,https://store.steampowered.com/app/34270/SEGA_Mega_Drive_and_Genesis_Classics/,"Action,Adventure,Casual,RPG","Single-player,Multi-player,Co-op,Local Co-op,Full controller support,Steam Trading Cards,Steam Workshop"
644,https://store.steampowered.com/bundle/9164/The_Jackbox_Party_Quintpack/,"Casual,Indie,Strategy","Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud"
645,https://store.steampowered.com/bundle/9204/Klei_Survival_Bundle/,"Adventure,Indie,Simulation,Early Access","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content,Full controller support,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud"
646,https://store.steampowered.com/app/466300/Planescape_Torment_Enhanced_Edition/,"Adventure,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud"
647,https://store.steampowered.com/app/587430/I_Expect_You_To_Die/,Indie,"Single-player,Steam Achievements,Steam Trading Cards"
